BASE,TYPE,NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,ItemClass
GLOVES (STR),SUFFIX,Leech #% of Physical Attack Damage as Mana,of the Desperate,of the Drought,of the Arid,of the Parched,of the Thirsty,,,,,,,,,Gloves
GLOVES (STR),SUFFIX,#% of Armour also applies to Elemental Damage,of Furring,of Padding,of Lining,of Sheathing,of Covering,,,,,,,,,Gloves
GLOVES (DEX/INT),PREFIX,#% increased Evasion and Energy Shield,Illusory,Unreal,Evanescent,Ephemeral,Unworldly,Ethereal,Shadowy,,,,,,,Gloves
GLOVES (DEX/INT),PREFIX,"#% increased Evasion and Energy Shield, # to maximum Life",Maestro's,Minstrel's,Bard's,Troubadour's,Musician's,Poet's,,,,,,,,Gloves
GLOVES (DEX/INT),PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Gloves
GLOVES (DEX/INT),PREFIX,"# to Evasion Rating, # to maximum Energy Shield",Cherub's,Sylph's,Nymph's,Will-o-wisp's,,,,,,,,,,Gloves
GLOVES (DEX/INT),PREFIX,# to maximum Life,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,,,Gloves
GLOVES (DEX/INT),PREFIX,# to maximum Mana,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,,,Gloves
GLOVES (DEX/INT),PREFIX,Adds # to # Cold damage to Attacks,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,,Gloves
GLOVES (DEX/INT),PREFIX,Adds # to # Fire damage to Attacks,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,,Gloves
GLOVES (DEX/INT),PREFIX,Adds # to # Lightning damage to Attacks,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,,Gloves
GLOVES (DEX/INT),PREFIX,Adds # to # Physical Damage to Attacks,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,#% increased Attack Speed,of Renown,of Mastery,of Ease,of Skill,,,,,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,#% increased Critical Damage Bonus,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,#% increased Rarity of Items found,of Archaeology,of Raiding,of Plunder,,,,,,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,# to Dexterity,of the Wind,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,# to Level of all Melee Skills,of Dueling,of Combat,,,,,,,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,Gain # Life per Enemy Hit with Attacks,of Nourishment,of Regrowth,of Restoration,of Rejuvenation,,,,,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,Leech #% of Physical Attack Damage as Life,of the Vampire,of the Lamprey,of the Remora,of the Locust,of the Parasite,,,,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,Leech #% of Physical Attack Damage as Mana,of the Desperate,of the Drought,of the Arid,of the Parched,of the Thirsty,,,,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,#% increased Energy Shield Recharge Rate,of Buffering,of Dispersal,of Diffusion,of Enlivening,,,,,,,,,,Gloves
GLOVES (DEX/INT),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,of Flexure,of Diversion,of Curvation,of Bending,of Deflecting,,,,,,,,,Gloves
GLOVES (STR/INT),PREFIX,#% increased Armour and Energy Shield,Inspired,Interpolated,Inculcated,Infused,Instilled,Ingrained,Infixed,,,,,,,Gloves
GLOVES (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to maximum Life",Prophet's,Visionary's,Haruspex's,Druid's,Auspex's,Augur's,,,,,,,,Gloves
GLOVES (STR/INT),PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Gloves
GLOVES (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield",Hallowed,Sanctified,Anointed,Blessed,,,,,,,,,,Gloves
GLOVES (STR/INT),PREFIX,# to maximum Life,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,,,Gloves
GLOVES (STR/INT),PREFIX,# to maximum Mana,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,,,Gloves
GLOVES (STR/INT),PREFIX,Adds # to # Cold damage to Attacks,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,,Gloves
GLOVES (STR/INT),PREFIX,Adds # to # Fire damage to Attacks,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,,Gloves
GLOVES (STR/INT),PREFIX,Adds # to # Lightning damage to Attacks,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,,Gloves
GLOVES (STR/INT),PREFIX,Adds # to # Physical Damage to Attacks,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Gloves
GLOVES (STR/INT),SUFFIX,#% increased Attack Speed,of Renown,of Mastery,of Ease,of Skill,,,,,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,#% increased Critical Damage Bonus,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,#% increased Rarity of Items found,of Archaeology,of Raiding,of Plunder,,,,,,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,# to Dexterity,of the Wind,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,Gloves
GLOVES (STR/INT),SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,# to Level of all Melee Skills,of Dueling,of Combat,,,,,,,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,Gain # Life per Enemy Hit with Attacks,of Nourishment,of Regrowth,of Restoration,of Rejuvenation,,,,,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,Leech #% of Physical Attack Damage as Life,of the Vampire,of the Lamprey,of the Remora,of the Locust,of the Parasite,,,,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,Leech #% of Physical Attack Damage as Mana,of the Desperate,of the Drought,of the Arid,of the Parched,of the Thirsty,,,,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,#% increased Energy Shield Recharge Rate,of Buffering,of Dispersal,of Diffusion,of Enlivening,,,,,,,,,,Gloves
GLOVES (STR/INT),SUFFIX,#% of Armour also applies to Elemental Damage,of Furring,of Padding,of Lining,of Sheathing,of Covering,,,,,,,,,Gloves
GLOVES (STR/DEX),PREFIX,#% increased Armour and Evasion,Legend's,Hero's,Duelist's,Gladiator's,Fencer's,Brawler's,Scrapper's,,,,,,,Gloves
GLOVES (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to maximum Life",Predator's,Aggressor's,Assailant's,Brute's,Thug's,Bully's,,,,,,,,Gloves
GLOVES (STR/DEX),PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Gloves
GLOVES (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating",Durable,Flexible,Pliant,Supple,,,,,,,,,,Gloves
GLOVES (STR/DEX),PREFIX,# to maximum Life,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,,,Gloves
GLOVES (STR/DEX),PREFIX,# to maximum Mana,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,,,Gloves
GLOVES (STR/DEX),PREFIX,Adds # to # Cold damage to Attacks,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,,Gloves
GLOVES (STR/DEX),PREFIX,Adds # to # Fire damage to Attacks,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,,Gloves
GLOVES (STR/DEX),PREFIX,Adds # to # Lightning damage to Attacks,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,,Gloves
GLOVES (STR/DEX),PREFIX,Adds # to # Physical Damage to Attacks,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,#% increased Attack Speed,of Renown,of Mastery,of Ease,of Skill,,,,,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,#% increased Critical Damage Bonus,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,#% increased Rarity of Items found,of Archaeology,of Raiding,of Plunder,,,,,,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,# to Dexterity,of the Wind,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,# to Level of all Melee Skills,of Dueling,of Combat,,,,,,,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,Gain # Life per Enemy Hit with Attacks,of Nourishment,of Regrowth,of Restoration,of Rejuvenation,,,,,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,Leech #% of Physical Attack Damage as Life,of the Vampire,of the Lamprey,of the Remora,of the Locust,of the Parasite,,,,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,Leech #% of Physical Attack Damage as Mana,of the Desperate,of the Drought,of the Arid,of the Parched,of the Thirsty,,,,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,#% of Armour also applies to Elemental Damage,of Furring,of Padding,of Lining,of Sheathing,of Covering,,,,,,,,,Gloves
GLOVES (STR/DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,of Flexure,of Diversion,of Curvation,of Bending,of Deflecting,,,,,,,,,Gloves
AMULET,PREFIX,#% increased Armour,Impregnable,Girded,Thickened,Buttressed,Lobstered,Layered,Reinforced,,,,,,,Amulet
AMULET,PREFIX,#% increased Evasion Rating,Mirage's,Nightmare's,Phantasm's,Wraith's,Spectre's,Ghost's,Shade's,,,,,,,Amulet
AMULET,PREFIX,#% increased maximum Energy Shield,Unassailable,Indomitable,Dauntless,Fearless,Resolute,Strong-Willed,Protective,,,,,,,Amulet
AMULET,PREFIX,#% increased maximum Life,Confident,Optimistic,Hopeful,,,,,,,,,,,Amulet
AMULET,PREFIX,#% increased maximum Mana,Mnemonic,Perceptive,Cognizant,,,,,,,,,,,Amulet
AMULET,PREFIX,#% increased Rarity of Items found,Hoarder's,Collector's,Magpie's,,,,,,,,,,,Amulet
AMULET,PREFIX,#% increased Spell Damage,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,,,Amulet
AMULET,PREFIX,# to Accuracy Rating,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,,Amulet
AMULET,PREFIX,# to maximum Energy Shield,Incandescent,Scintillating,Dazzling,Blazing,Pulsing,Radiating,Glowing,Glittering,Glimmering,Shining,,,,Amulet
AMULET,PREFIX,# to maximum Life,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,,,Amulet
AMULET,PREFIX,# to maximum Mana,Ultramarine,Zaffre,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,Amulet
AMULET,PREFIX,# to Spirit,Countess',Marchioness',Viscountess',Baronness',Lady's,,,,,,,,,Amulet
AMULET,SUFFIX,# Life Regeneration per second,of Immortality,of Resurgence,of Recuperation,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,,Amulet
AMULET,SUFFIX,#% increased Cast Speed,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,,,Amulet
AMULET,SUFFIX,#% increased Critical Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Amulet
AMULET,SUFFIX,#% increased Critical Hit Chance,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Amulet
AMULET,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Amulet
AMULET,SUFFIX,#% increased Rarity of Items found,of Archaeology,of Raiding,of Plunder,,,,,,,,,,,Amulet
AMULET,SUFFIX,#% of Damage taken Recouped as Life,of Fleshbinding,of Suturing,of Stitching,of Bandaging,of Mending,,,,,,,,,Amulet
AMULET,SUFFIX,#% of Damage taken Recouped as Mana,of Zen,of Serenity,of Tranquility,of Solace,of Reprieve,,,,,,,,,Amulet
AMULET,SUFFIX,# to all Attributes,of the Infinite,of the Multiverse,of the Universe,of the Galaxy,of the Heavens,of the Comet,of the Meteor,of the Sky,of the Clouds,,,,,Amulet
AMULET,SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Amulet
AMULET,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Amulet
AMULET,SUFFIX,# to Level of all Melee Skills,of Battle,of Dueling,of Combat,,,,,,,,,,,Amulet
AMULET,SUFFIX,# to Level of all Minion Skills,of the Overseer,of the Despot,of the Taskmaster,,,,,,,,,,,Amulet
AMULET,SUFFIX,# to Level of all Projectile Skills,of the Sharpshooter,of the Fletcher,of the Archer,,,,,,,,,,,Amulet
AMULET,SUFFIX,# to Level of all Spell Skills,of the Sorcerer,of the Enchanter,of the Mage,,,,,,,,,,,Amulet
AMULET,SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Amulet
AMULET,SUFFIX,#% to all Elemental Resistances,of the Span,of the Rainbow,of Variegation,of the Kaleidoscope,of the Prism,of the Crystal,,,,,,,,Amulet
AMULET,SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Amulet
AMULET,SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Amulet
AMULET,SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Amulet
AMULET,SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Amulet
TALISMAN,PREFIX,#% increased Elemental Damage with Attacks,Devastating,Overpowering,Unleashed,Empowering,Infusing,Catalysing,,,,,,,,Talisman
TALISMAN,PREFIX,#% increased Physical Damage,Merciless,Tyrannical,Cruel,Bloodthirsty,Vicious,Wicked,Serrated,Heavy,,,,,,Talisman
TALISMAN,PREFIX,"#% increased Physical Damage, # to Accuracy Rating",Dictator's,Emperor's,Conqueror's,Champion's,Mercenary's,Reaver's,Journeyman's,Squire's,,,,,,Talisman
TALISMAN,PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Talisman
TALISMAN,PREFIX,Adds # to # Cold Damage,Crystalising,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,Talisman
TALISMAN,PREFIX,Adds # to # Fire Damage,Carbonising,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,Talisman
TALISMAN,PREFIX,Adds # to # Lightning Damage,Vapourising,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,Talisman
TALISMAN,PREFIX,Adds # to # Physical Damage,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Talisman
TALISMAN,SUFFIX,#% increased Attack Speed,of Celebration,of Infamy,of Fame,of Acclaim,of Renown,of Mastery,of Ease,of Skill,,,,,,Talisman
TALISMAN,SUFFIX,"# to Accuracy Rating, #% increased Light Radius",of Radiance,of Light,of Shining,,,,,,,,,,,Talisman
TALISMAN,SUFFIX,#% increased Stun Duration,of the Concussion,of Staggering,of Slamming,of Stunning,of Dazing,of Impact,,,,,,,,Talisman
TALISMAN,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Talisman
TALISMAN,SUFFIX,# to Level of all Melee Skills,of War,of Battle,of Conflict,of Dueling,of Combat,,,,,,,,,Talisman
TALISMAN,SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Talisman
TALISMAN,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Talisman
TALISMAN,SUFFIX,#% to Critical Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Talisman
TALISMAN,SUFFIX,#% to Critical Hit Chance,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Talisman
TALISMAN,SUFFIX,Causes #% increased Stun Buildup,of the Champion,of the Gladiator,of the Combatant,of the Boxer,of the Brawler,of the Pugilist,,,,,,,,Talisman
TALISMAN,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Talisman
TALISMAN,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Talisman
TALISMAN,SUFFIX,Grants # Life per Enemy Hit,of Nourishment,of Regrowth,of Restoration,of Rejuvenation,,,,,,,,,,Talisman
TALISMAN,SUFFIX,Leeches #% of Physical Damage as Life,of the Vampire,of the Lamprey,of the Remora,of the Locust,of the Parasite,,,,,,,,,Talisman
TALISMAN,SUFFIX,Leeches #% of Physical Damage as Mana,of the Desperate,of the Drought,of the Arid,of the Parched,of the Thirsty,,,,,,,,,Talisman
